"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES"
"74160","A01AD11","VARIOUS","52:16.00","LOCAL ANESTHETICS"
"74176","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74177","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7418","S03CA06","BETAMETHASONE AND ANTIINFECTIVES","52:04.04","ANTIBACTERIALS"
"7418","S03CA06","BETAMETHASONE AND ANTIINFECTIVES","52:08.08","CORTICOSTEROIDS"
"74187","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74188","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74189","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7419","A06AB06","SENNA GLYCOSIDES","56:12.00","CATHARTICS AND LAXATIVES"
"74190","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74191","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"742","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"7420","A12CB02","ZINC GLUCONATE","88:29.00*","MINERALS"
"74203","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS"
"74204","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS"
"74205","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS"
"74206","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74207","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74208","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74209","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS"
"74210","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS"
"74211","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS"
"74212","A03AX13","SILICONES","56:10.00","ANTIFLATULENTS"
"74213","A03AX13","SILICONES","56:10.00","ANTIFLATULENTS"
"74214","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"74216","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"74218","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"74225","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74226","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74229","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS"
"7424","C07AB04","ACEBUTOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS"
"74241","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74242","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74244","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74245","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74246","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74248","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74257","C03EA01","HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS","40:28.16","POTASSIUM-SPARING DIURETICS"
"74257","C03EA01","HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS","40:28.20","THIAZIDE DIURETICS"
"74267","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74268","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74269","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74270","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74271","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74272","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74273","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"7428","A11CB","VITAMIN A AND D IN COMBINATION","88:04.01*","VITAMIN A AND D"
"74287","C07AB03","ATENOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS"
"74288","C07AB03","ATENOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS"
"7429","A09AA04","TILACTASE","56:16.00","DIGESTANTS"
"74291","N06AB08","FLUVOXAMINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS"
"74292","N06AB08","FLUVOXAMINE","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS"
"74293","H01BA02","DESMOPRESSIN","68:28.00","PITUITARY"
"74294","H01BA02","DESMOPRESSIN","68:28.00","PITUITARY"
"743","N05AD01","HALOPERIDOL","28:16.08.08","BUTYROPHENONES"
"7430","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:28.01*","VITAMINS & MINERALS"
"74302","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7431","D04AX","OTHER ANTIPRURITICS","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"7432","D08AG53","IODINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"74321","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74322","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74327","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"7433","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"7433","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS"
"74330","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74331","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74336","N02AA05","OXYCODONE","28:08.08","OPIATE AGONISTS"
"74337","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"74345","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"74346","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"7435","B05CB01","SODIUM CHLORIDE","40:36.00","IRRIGATING SOLUTIONS"
"7436","D10AB02","SULPHUR","84:28.00","KERATOLYTIC AGENTS"
"74360","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74363","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7437","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"74373","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"7438","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"7440","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX"
"7440","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C"
"74402","A10BD04","GLIMEPIRIDE AND ROSIGLITAZONE","68:20.20","SULFONYLUREAS"
"74402","A10BD04","GLIMEPIRIDE AND ROSIGLITAZONE","68:20.28","THIAZOLIDINEDIONES"
"74403","A10BD04","GLIMEPIRIDE AND ROSIGLITAZONE","68:20.20","SULFONYLUREAS"
"74403","A10BD04","GLIMEPIRIDE AND ROSIGLITAZONE","68:20.28","THIAZOLIDINEDIONES"
"74404","A10BD04","GLIMEPIRIDE AND ROSIGLITAZONE","68:20.20","SULFONYLUREAS"
"74404","A10BD04","GLIMEPIRIDE AND ROSIGLITAZONE","68:20.28","THIAZOLIDINEDIONES"
"74405","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS"
"74406","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"74407","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74408","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"7441","D04AB01","LIDOCAINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"7441","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"74410","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74411","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74424","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"74425","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"74430","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74431","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74433","L04AA15","ALEFACEPT","84:92.00","MISC. SKIN AND MUCOUS MEMBRANE AGENTS"
"74435","A01AD11","VARIOUS","52:16.00","LOCAL ANESTHETICS"
"74438","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74446","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74449","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7445","C07AA05","PROPRANOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS"
"74450","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"74451","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"74452","C10AC01","COLESTYRAMINE","24:06.04","BILE ACID SEQUESTRANTS"
"74453","C10AC01","COLESTYRAMINE","24:06.04","BILE ACID SEQUESTRANTS"
"74456","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74458","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7446","A11CB","VITAMIN A AND D IN COMBINATION","88:04.01*","VITAMIN A AND D"
"74460","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74462","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7447","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX"
"7448","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX"
"7448","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C"
"74483","R03AC02","SALBUTAMOL","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS"
"74489","C08CA01","AMLODIPINE","24:28.08","DIHYDROPYRIDINES"
"7449","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX"
"7449","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C"
"74490","C08CA01","AMLODIPINE","24:28.08","DIHYDROPYRIDINES"
"7450","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX"
"74501","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74503","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7451","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX"
"7451","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C"
"74518","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74519","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"7452","A06AD10","MINERAL SALTS IN COMBINATION","56:12.00","CATHARTICS AND LAXATIVES"
"74521","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74522","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74523","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74524","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74525","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74526","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74527","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74539","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7454","A11CA01","RETINOL (VIT A)","88:04.00","VITAMIN A"
"74540","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74541","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"74542","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74543","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74545","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74547","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7455","A03AX13","SILICONES","56:10.00","ANTIFLATULENTS"
"74554","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74559","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7456","A06AB02","BISACODYL","56:12.00","CATHARTICS AND LAXATIVES"
"74560","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74561","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74565","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"74566","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74584","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS"
"74589","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74590","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74591","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74598","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"746","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74615","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74627","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74631","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74632","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74633","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74634","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74635","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"74639","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7465","D02AB","ZINC PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"74651","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74652","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74654","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74655","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74657","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74658","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74659","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7466","","","04:04.04","ETHANOLAMINE DERIVATIVES"
"74667","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES"
"74669","A01AD11","VARIOUS","52:16.00","LOCAL ANESTHETICS"
"7467","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES"
"74670","A01AD11","VARIOUS","52:16.00","LOCAL ANESTHETICS"
"74676","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES"
"74677","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74678","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7468","A06AC01","ISPAGHULA (PSYLLA SEEDS)","56:12.00","CATHARTICS AND LAXATIVES"
"74681","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES"
"74682","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES"
"74684","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74686","D04AB04","BENZOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"7469","H01AA01","CORTICOTROPHIN","68:28.00","PITUITARY"
"74695","A01AD11","VARIOUS","52:16.00","LOCAL ANESTHETICS"
"74698","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74699","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.04","ETHANOLAMINE DERIVATIVES"
"74699","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS"
"747","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"7470","C01DA02","GLYCERYL TRINITRATE","24:12.08","NITRATES AND NITRITES"
"74700","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74703","V03AE01","POLYSTYRENE SULPHONATE","40:18.18","POTASSIUM-REMOVING AGENTS"
"74704","V03AE01","POLYSTYRENE SULPHONATE","40:18.18","POTASSIUM-REMOVING AGENTS"
"74705","V03AE01","POLYSTYRENE SULPHONATE","40:18.18","POTASSIUM-REMOVING AGENTS"
"7471","A12CC01","MAGNESIUM CHLORIDE","88:29.00*","MINERALS"
"74712","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"74713","H05BA01","CALCITONIN (SALMON SYNTHETIC)","68:24.00","PARATHYROID"
"7472","","","88:29.00*","MINERALS"
"7473","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"74738","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74739","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74740","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74747","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74748","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74749","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7475","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:29.00*","MINERALS"
"74750","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74759","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74761","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74763","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74764","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74765","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74766","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7477","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX"
"74772","C10AD02","NICOTINIC ACID","24:06.92","MISCELLANEOUS ANTILIPEMIC AGENTS"
"74775","A07BB","BISMUTH PREPARATIONS","56:04.00","ANTACIDS AND ADSORBENTS"
"7478","","","88:28.00","MULTIVITAMIN PREPARATIONS"
"7479","V08BA01","BARIUM SULPHATE WITH SUSPENDING AGENTS","36:68.00","ROENTGENOGRAPHY"
"74796","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74798","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"748","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74803","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74804","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"74805","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74807","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"7481","A12AA04","CALCIUM CARBONATE","40:12.00","REPLACEMENT PREPARATIONS"
"7482","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"7483","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74832","N05BE01","BUSPIRONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS"
"7484","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74849","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7485","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74851","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74855","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74856","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"7486","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"7487","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74877","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7488","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"7489","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74895","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74896","N01BB53","MEPIVACAINE, COMBINATIONS","72:00.00","LOCAL ANESTHETICS"
"749","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"7490","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74909","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7491","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74911","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74912","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74916","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74918","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"7492","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"7493","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"74933","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74934","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74937","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"74939","D07AA02","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS"
"7494","","","92:02.00*","HOMEOPATHIC PRODUCTS"
